id,garment_id,split,source_row,gender,category,type,brand,colors,size,cut,pattern,material,season,trend,usage,price,condition,pilling,holes,stains,smell,timestamp,station,period,productDisplayName,articleType,baseColour,image_path
train-10114,10114,train,9123,Women,Ladies,Top,Gina Tricot,Black,M,Loose,,100% Viscose,All,,Reuse,<50,5,5,,,,2023_06_05_07_29_24,station1,jun2023,Gina Tricot Top,Top,Black,data/second_hand_clothing/images/train-10114.webp
train-10115,10115,train,9124,Men,Men,Shorts,Not in the list,Grey,L,Loose,Logo print,100% Polyester,All,Sports,Reuse,50-100,5,5,,,,2023_06_05_07_33_47,station1,jun2023,Shorts,Shorts,Grey,data/second_hand_clothing/images/train-10115.webp
train-10117,10117,train,9126,Men,Men,Sweater,Not in the list,Beige / Black,M,V-collar,Other,"70% acrylic, 30% cotton",All,,Export,<50,1,3,,Major,,2023_06_05_08_08_26,station1,jun2023,Sweater,Sweater,Beige / Black,data/second_hand_clothing/images/train-10117.webp
train-10118,10118,train,9127,Women,Ladies,Shirt,Not in the list,Multicolor / Blue / Turquoise / Orange,XL,Regular,Floral print,100% viscose,Summer,,Reuse,100-150,4,5,,,,2023_06_05_08_13_20,station1,jun2023,Shirt,Shirt,Multicolor / Blue / Turquoise / Orange,data/second_hand_clothing/images/train-10118.webp
train-1012,1012,train,933,Women,Ladies,Trousers,H&M,Green / Brown / Beige / Black,38,Tight,Other,100% bomull,All,,Reuse,<50,4,5,,Minor,,2024_04_25_08_03_37,station1,apr2024,H&M Trousers,Trousers,Green / Brown / Beige / Black,data/second_hand_clothing/images/train-1012.webp
train-10122,10122,train,9130,Women,Ladies,Top,Holly And Whyte (Lindex),Multicolor / Red / White / Black,L,Regular,Floral print,100% viscose,Summer,,Reuse,50-100,4,5,,,,2023_06_05_08_28_15,station1,jun2023,Holly And Whyte (Lindex) Top,Top,Multicolor / Red / White / Black,data/second_hand_clothing/images/train-10122.webp
train-10126,10126,train,9132,Women,Ladies,Winter jacket,Cappuchini,Blue,42,Regular,,"80% polyester, 20% nylon",Winter,,Export,<50,1,5,Major,Major,,2023_06_05_08_46_46,station1,jun2023,Cappuchini Winter jacket,Winter jacket,Blue,data/second_hand_clothing/images/train-10126.webp
train-10127,10127,train,9133,Women,Ladies,Tights,Not in the list,Red,L,C-collar,,100% cotton,All,,Export,<50,1,4,,Major,,2023_06_05_08_50_12,station1,jun2023,Tights,Tights,Red,data/second_hand_clothing/images/train-10127.webp
train-10128,10128,train,9134,Women,Ladies,Trousers,Missing,Green / White,,Regular,Animal print,100% cotton,Summer,,Reuse,50-100,4,5,,,,2023_06_05_08_54_23,station1,jun2023,Trousers,Trousers,Green / White,data/second_hand_clothing/images/train-10128.webp
train-1013,1013,train,934,Women,Ladies,Tank top,Not in the list,Blue,,C-collar,Lace,100% bomull,All,,Export,<50,3,4,,,,2024_04_25_08_09_16,station1,apr2024,Tank top,Tank top,Blue,data/second_hand_clothing/images/train-1013.webp
train-10130,10130,train,9136,Women,Ladies,Trousers,Missing,Grey,48,Regular,,"75% polyester, 25% cotton",All,,Reuse,100-150,4,4,,,,2023_06_05_09_07_21,station1,jun2023,Trousers,Trousers,Grey,data/second_hand_clothing/images/train-10130.webp
train-10131,10131,train,9137,Women,Ladies,Trousers,Not in the list,Yellow / Brown,M,Regular,Logo print,"50% cotton, 50% polyester",All,,Export,<50,2,1,,Minor,,2023_06_05_09_10_58,station1,jun2023,Trousers,Trousers,Yellow / Brown,data/second_hand_clothing/images/train-10131.webp
train-10132,10132,train,9138,Men,Men,Trousers,Gant,Blue,,Regular,,100% cotton,All,,Export,<50,2,5,,Minor,,2023_06_05_09_16_23,station1,jun2023,Gant Trousers,Trousers,Blue,data/second_hand_clothing/images/train-10132.webp
train-10133,10133,train,9139,Women,Ladies,Hoodie,Not in the list,Black,S,Regular,,"80% cotton, 20% polyester",Autumn,,Export,<50,2,3,,,,2023_06_05_09_19_59,station1,jun2023,Hoodie,Hoodie,Black,data/second_hand_clothing/images/train-10133.webp
train-10135,10135,train,9140,Women,Ladies,Skirt,Gina Tricot,White,L,Regular,,100% cotton,Summer,,Export,<50,2,5,,Minor,,2023_06_05_09_27_05,station1,jun2023,Gina Tricot Skirt,Skirt,White,data/second_hand_clothing/images/train-10135.webp
train-10136,10136,train,9141,Women,Ladies,Jacket,Missing,Orange,,V-collar,,"55% polyester, 45% wool",All,,Export,<50,3,4,Minor,,,2023_06_05_09_31_08,station1,jun2023,Jacket,Jacket,Orange,data/second_hand_clothing/images/train-10136.webp
train-10137,10137,train,9142,Women,Ladies,Tank top,Adidas,Black,M,Regular,,100% polyester,All,,Export,<50,2,1,,,,2023_06_05_09_34_06,station1,jun2023,Adidas Tank top,Tank top,Black,data/second_hand_clothing/images/train-10137.webp
train-10138,10138,train,9143,Women,Ladies,Blouse,Zara,Black,M,V-collar,,100% viscose,All,,Reuse,100-150,4,5,,,,2023_06_05_09_39_56,station1,jun2023,Zara Blouse,Blouse,Black,data/second_hand_clothing/images/train-10138.webp
train-1014,1014,train,935,Women,Ladies,Top,Part Two,Pink,M,C-collar,Other,100% silke,All,,Reuse,50-100,4,4,,,,2024_04_25_08_11_50,station1,apr2024,Part Two Top,Top,Pink,data/second_hand_clothing/images/train-1014.webp
train-10141,10141,train,9145,Women,Ladies,Winter jacket,Not in the list,Multicolor / Blue / Black / Red,L,Regular,,100% polyester,Winter,90s,Export,<50,2,2,,,,2023_06_05_09_51_39,station1,jun2023,Winter jacket,Winter jacket,Multicolor / Blue / Black / Red,data/second_hand_clothing/images/train-10141.webp
train-10142,10142,train,9146,Women,Ladies,Tank top,Missing,Red,,Regular,,100% cotton,All,,Export,<50,3,4,,,,2023_06_05_09_53_49,station1,jun2023,Tank top,Tank top,Red,data/second_hand_clothing/images/train-10142.webp
train-10143,10143,train,9147,Men,Men,Shirt,Gant,Blue,L,Regular,,100% cotton,All,,Export,<50,2,5,,Major,,2023_06_05_09_56_24,station1,jun2023,Gant Shirt,Shirt,Blue,data/second_hand_clothing/images/train-10143.webp
train-10145,10145,train,9148,Women,Ladies,Trousers,Not in the list,Red,S,Regular,Other,100% cotton,All,80s,Export,<50,2,2,,,,2023_06_05_10_00_44,station1,jun2023,Trousers,Trousers,Red,data/second_hand_clothing/images/train-10145.webp
train-10147,10147,train,9150,Men,Men,Trousers,Kappahl,Beige,,Regular,,"70% polyester, 30% cotton",All,,Export,<50,2,3,,Minor,,2023_06_05_10_47_08,station1,jun2023,Kappahl Trousers,Trousers,Beige,data/second_hand_clothing/images/train-10147.webp
train-10149,10149,train,9152,Women,Ladies,Top,Gina Tricot,Green,XL,Regular,,100% cotton,All,,Reuse,100-150,4,5,,,,2023_06_05_10_52_46,station1,jun2023,Gina Tricot Top,Top,Green,data/second_hand_clothing/images/train-10149.webp
train-1015,1015,train,936,Men,Men,Vest,Not in the list,Green / Red / White,M,Turtle neck,Logo print,100% polyester,All,,Export,<50,3,5,,Major,,2024_04_25_08_15_51,station1,apr2024,Vest,Vest,Green / Red / White,data/second_hand_clothing/images/train-1015.webp
train-10150,10150,train,9153,Men,Men,Shirt,Not in the list,Blue / White,M,Regular,Striped,"70% polyester, 30% cotton",All,,Export,<50,2,5,,Major,,2023_06_05_10_56_28,station1,jun2023,Shirt,Shirt,Blue / White,data/second_hand_clothing/images/train-10150.webp
train-10151,10151,train,9154,Women,Ladies,Cardigan,Not in the list,Multicolor / Black / Red / White,XL,C-collar,Striped,"70% viscose, 30% polyester",All,80s,Reuse,100-150,3,4,,,,2023_06_05_11_03_22,station1,jun2023,Cardigan,Cardigan,Multicolor / Black / Red / White,data/second_hand_clothing/images/train-10151.webp
train-10152,10152,train,9155,Women,Ladies,Dress,Kappahl,Grey,L,V-collar,,100% viscose,All,,Reuse,50-100,4,5,,,,2023_06_05_11_08_58,station1,jun2023,Kappahl Dress,Dress,Grey,data/second_hand_clothing/images/train-10152.webp
train-10153,10153,train,9156,Women,Ladies,Trousers,Lindex,Black,48,Regular,,"65% polyester, 35% cotton",All,,Reuse,100-150,4,5,,,,2023_06_05_11_13_46,station1,jun2023,Lindex Trousers,Trousers,Black,data/second_hand_clothing/images/train-10153.webp
train-10154,10154,train,9157,Men,Men,Sweater,Dressman,Blue / Grey,M,V-collar,Striped,100% cotton,All,,Export,<50,2,1,,,,2023_06_05_11_16_01,station1,jun2023,Dressman Sweater,Sweater,Blue / Grey,data/second_hand_clothing/images/train-10154.webp
train-10155,10155,train,9158,Women,Ladies,Tunic,Missing,Grey / Black,XL,Regular,Striped,"80% acrylic, 20% polyester",Spring,,Export,<50,3,5,,,,2023_06_05_11_18_56,station1,jun2023,Tunic,Tunic,Grey / Black,data/second_hand_clothing/images/train-10155.webp
train-10156,10156,train,9159,Women,Ladies,Tunic,Missing,Multicolor / Red / Black / Green,,Loose,Floral print,100% polyester,All,,Reuse,100-150,4,5,,,,2023_06_05_11_22_09,station1,jun2023,Tunic,Tunic,Multicolor / Red / Black / Green,data/second_hand_clothing/images/train-10156.webp
train-10157,10157,train,9160,Women,Ladies,Trousers,Not in the list,Beige,52,Regular,,"80% polyester, 20% elestane",All,,Export,<50,2,2,,,,2023_06_05_11_30_20,station1,jun2023,Trousers,Trousers,Beige,data/second_hand_clothing/images/train-10157.webp
train-10158,10158,train,9161,Women,Ladies,Top,Free Quent,Multicolor / Brown / White / Black,M,V-collar,Geometric print,100%  viscose,All,,Reuse,100-150,4,5,,,,2023_06_05_11_32_57,station1,jun2023,Free Quent Top,Top,Multicolor / Brown / White / Black,data/second_hand_clothing/images/train-10158.webp
train-10159,10159,train,9162,Women,Ladies,Jacket,Object,Multicolor / Blue / White / Grey,40,Regular,Floral print,100% polyester,Autumn,,Reuse,100-150,5,5,,,,2023_06_05_11_36_21,station1,jun2023,Object Jacket,Jacket,Multicolor / Blue / White / Grey,data/second_hand_clothing/images/train-10159.webp
train-10161,10161,train,9163,Women,Ladies,Jacket,Helly Hansen,Pink / White,XL,Regular,,100% polyester,Autumn,,Reuse,100-150,3,5,,Minor,,2023_06_05_11_49_00,station1,jun2023,Helly Hansen Jacket,Jacket,Pink / White,data/second_hand_clothing/images/train-10161.webp
train-10162,10162,train,9164,Women,Ladies,Tunic,Not in the list,Purple,L,C-collar,,"80% viscose, 20% nylon",Summer,,Export,<50,2,2,,,,2023_06_05_11_53_20,station1,jun2023,Tunic,Tunic,Purple,data/second_hand_clothing/images/train-10162.webp
train-10163,10163,train,9165,Women,Ladies,Cardigan,Lindex,Multicolor / Grey / Brown / White,46,Loose,Striped,"70% acrylic, 30% wool",All,,Reuse,50-100,4,4,,,,2023_06_05_11_57_24,station1,jun2023,Lindex Cardigan,Cardigan,Multicolor / Grey / Brown / White,data/second_hand_clothing/images/train-10163.webp
train-10164,10164,train,9166,Women,Ladies,Trousers,Kappahl,Black,46,Loose,,100% polyester,All,,Reuse,100-150,5,5,,,,2023_06_05_12_03_14,station1,jun2023,Kappahl Trousers,Trousers,Black,data/second_hand_clothing/images/train-10164.webp
train-1017,1017,train,937,Men,Men,Shirt,Not in the list,Yellow / Brown / Green / Red / Black / Grey,M,Regular,Embroidered,100% bomull,All,70s,Reuse,<50,4,5,,Minor,,2024_04_25_08_26_01,station1,apr2024,Shirt,Shirt,Yellow / Brown / Green / Red / Black / Grey,data/second_hand_clothing/images/train-1017.webp
train-10170,10170,train,9170,Women,Ladies,Tank top,H&M,Green,S,Regular,,100% cotton,All,,Export,<50,2,4,,Minor,,2023_06_05_12_27_04,station1,jun2023,H&M Tank top,Tank top,Green,data/second_hand_clothing/images/train-10170.webp
train-10172,10172,train,9171,Women,Ladies,Shirt,Not in the list,White,38,Regular,Striped,74% cotton 26%nylon,All,,Export,50-100,3,4,,Minor,Minor,2023_06_05_13_36_34,station1,jun2023,Shirt,Shirt,White,data/second_hand_clothing/images/train-10172.webp
train-10174,10174,train,9173,Women,Ladies,Top,Not in the list,White / Black,S,Regular,Striped,100% cotton,All,,Export,<50,2,2,,Minor,Minor,2023_06_05_13_45_16,station1,jun2023,Top,Top,White / Black,data/second_hand_clothing/images/train-10174.webp
train-10175,10175,train,9174,Women,Ladies,Tank top,Gina Tricot,Black / Brown,XS,Loose,Geometric print,100% viscose,All,,Export,<50,3,3,,Minor,Minor,2023_06_05_13_50_05,station1,jun2023,Gina Tricot Tank top,Tank top,Black / Brown,data/second_hand_clothing/images/train-10175.webp
train-10176,10176,train,9175,Women,Ladies,Top,Jackpot,White,XL,C-collar,,100% cotton,Summer,,Recycle,<50,2,5,,Minor,,2023_06_07_10_14_07,station1,jun2023,Jackpot Top,Top,White,data/second_hand_clothing/images/train-10176.webp
train-10177,10177,train,9176,Women,Ladies,Top,Free Quent,Black,M,C-collar,,100% polyester,,,Recycle,<50,3,3,,Minor,,2023_06_07_10_17_09,station1,jun2023,Free Quent Top,Top,Black,data/second_hand_clothing/images/train-10177.webp
train-10178,10178,train,9177,Women,Ladies,Top,Free Quent,Black / White / Grey / Multicolor,M,V-collar,Other,100% polyester,,,Recycle,<50,3,3,,,,2023_06_07_10_19_38,station1,jun2023,Free Quent Top,Top,Black / White / Grey / Multicolor,data/second_hand_clothing/images/train-10178.webp
train-10179,10179,train,9178,Women,Ladies,Top,Miss Milla,Blue / White / Purple,M,C-collar,Floral print,100% viscose,,,Reuse,50-100,4,5,,,,2023_06_07_10_42_05,station1,jun2023,Miss Milla Top,Top,Blue / White / Purple,data/second_hand_clothing/images/train-10179.webp
train-10180,10180,train,9179,Women,Ladies,Top,Missing,White,,C-collar,Lace,100% viscose,,,Recycle,<50,3,5,,Minor,,2023_06_07_10_53_56,station1,jun2023,Top,Top,White,data/second_hand_clothing/images/train-10180.webp
train-10183,10183,train,9181,Women,Ladies,Dress,Not in the list,Pink,XS,Tight,,100% polyester,All,,Recycle,<50,3,5,,Minor,Minor,2023_06_07_11_19_58,station1,jun2023,Dress,Dress,Pink,data/second_hand_clothing/images/train-10183.webp
train-10185,10185,train,9183,Women,Ladies,Top,Hillevi,Black,M,C-collar,,"Unknown, low signal",,,Export,<50,3,5,,,,2023_06_07_11_40_10,station1,jun2023,Hillevi Top,Top,Black,data/second_hand_clothing/images/train-10185.webp
train-10186,10186,train,9184,Women,Ladies,Jacket,Logg (H&M),Green,42,Regular,,100% cotton,,,Reuse,50-100,4,5,,,Minor,2023_06_07_12_22_37,station1,jun2023,Logg (H&M) Jacket,Jacket,Green,data/second_hand_clothing/images/train-10186.webp
train-10187,10187,train,9185,Women,Ladies,Jeans,Not in the list,Black,48,Regular,,"69% cotton, 31% viscose",,Denim,Export,<50,3,5,,,Minor,2023_06_07_12_26_18,station1,jun2023,Jeans,Jeans,Black,data/second_hand_clothing/images/train-10187.webp
train-10188,10188,train,9186,Women,Ladies,Jeans,Esmara (Lidl),Blue,40,Tight,,100% cotton,,Denim,Recycle,<50,3,5,,,Minor,2023_06_07_12_29_37,station1,jun2023,Esmara (Lidl) Jeans,Jeans,Blue,data/second_hand_clothing/images/train-10188.webp
train-10189,10189,train,9187,Women,Ladies,Sweater,Not in the list,Yellow,M,Turtle neck,,100% acrylic,,,Reuse,50-100,5,5,,,Minor,2023_06_07_12_35_03,station1,jun2023,Sweater,Sweater,Yellow,data/second_hand_clothing/images/train-10189.webp
train-10190,10190,train,9188,Women,Ladies,Jacket,Zara,Grey / Black,M,Regular,,100% polyester,All,,Reuse,100-150,5,5,,,,2023_06_07_12_39_01,station1,jun2023,Zara Jacket,Jacket,Grey / Black,data/second_hand_clothing/images/train-10190.webp
train-10191,10191,train,9189,Women,Ladies,Winter jacket,Only,Grey,M,Regular,,100% polyester,Winter,,Recycle,100-150,4,5,,,,2023_06_07_12_49_26,station1,jun2023,Only Winter jacket,Winter jacket,Grey,data/second_hand_clothing/images/train-10191.webp
train-10193,10193,train,9190,Women,Ladies,Jacket,Not in the list,Black / Pink,42,Regular,,"100% polyester, 100% polyester",All,,Recycle,50-100,3,5,,Minor,,2023_06_07_13_15_55,station1,jun2023,Jacket,Jacket,Black / Pink,data/second_hand_clothing/images/train-10193.webp
train-10194,10194,train,9191,Women,Ladies,Sweater,Mywear (Ica),Black / White / Red,M,Regular,Striped,100% cotton,,Sports,Recycle,<50,3,5,,Minor,,2023_06_07_13_28_38,station1,jun2023,Mywear (Ica) Sweater,Sweater,Black / White / Red,data/second_hand_clothing/images/train-10194.webp
train-10195,10195,train,9192,Women,Ladies,T-shirt,G-Star Raw,White,L,Tight,,100% cotton,All,,Recycle,<50,3,5,,Major,,2023_06_08_10_20_02,station1,jun2023,G-Star Raw T-shirt,T-shirt,White,data/second_hand_clothing/images/train-10195.webp
train-10196,10196,train,9193,Women,Ladies,Skirt,Missing,White,,Loose,Other,100% viscose,All,,Reuse,100-150,4,5,,,Minor,2023_06_08_10_23_47,station1,jun2023,Skirt,Skirt,White,data/second_hand_clothing/images/train-10196.webp
train-10197,10197,train,9194,Women,Ladies,Cardigan,H&M,Black,M,V-collar,,100% cotton,All,,Recycle,<50,3,5,,,,2023_06_08_10_27_45,station1,jun2023,H&M Cardigan,Cardigan,Black,data/second_hand_clothing/images/train-10197.webp
train-10198,10198,train,9195,Women,Ladies,T-shirt,Not in the list,Yellow / Brown / Orange / Multicolor,M,C-collar,Other,100% cotton,All,,Export,<50,3,5,,,,2023_06_08_10_58_43,station1,jun2023,T-shirt,T-shirt,Yellow / Brown / Orange / Multicolor,data/second_hand_clothing/images/train-10198.webp
train-10199,10199,train,9196,Women,Ladies,Cardigan,Not in the list,Beige,L,Regular,,"80% acrylic, 20% nylon",All,,Export,<50,3,1,,,,2023_06_08_11_03_27,station1,jun2023,Cardigan,Cardigan,Beige,data/second_hand_clothing/images/train-10199.webp
train-10200,10200,train,9197,Men,Men,Sweater,Mywear (Ica),Grey / White / Orange / Multicolor,XL,C-collar,Other,"75% cotton, 25% polyester",All,,Export,<50,3,3,,,,2023_06_08_11_06_51,station1,jun2023,Mywear (Ica) Sweater,Sweater,Grey / White / Orange / Multicolor,data/second_hand_clothing/images/train-10200.webp
train-10201,10201,train,9198,Women,Ladies,Shirt,Lindex,Red / Blue / Green / Multicolor,,Regular,Other,100% cotton,All,,Reuse,50-100,3,5,,,,2023_06_08_11_12_21,station1,jun2023,Lindex Shirt,Shirt,Red / Blue / Green / Multicolor,data/second_hand_clothing/images/train-10201.webp
train-10202,10202,train,9199,Women,Ladies,Tank top,Not in the list,White,M,C-collar,,100% polyester,All,,Reuse,<50,3,5,,,,2023_06_08_11_15_08,station1,jun2023,Tank top,Tank top,White,data/second_hand_clothing/images/train-10202.webp
train-10204,10204,train,9201,Women,Ladies,Cardigan,Not in the list,Grey,M,Regular,,100% polyester,,,Reuse,50-100,3,5,,,,2023_06_08_11_24_13,station1,jun2023,Cardigan,Cardigan,Grey,data/second_hand_clothing/images/train-10204.webp
train-10205,10205,train,9202,Men,Men,Winter jacket,Haglöfs,Black,L,Regular,,100% polyester,Winter,,Recycle,<50,2,5,Major,,,2023_06_08_11_28_41,station1,jun2023,Haglöfs Winter jacket,Winter jacket,Black,data/second_hand_clothing/images/train-10205.webp
train-10206,10206,train,9203,Women,Ladies,Top,Missing,Blue / White,,Loose,Striped,100% cotton,Summer,,Reuse,50-100,4,5,,,Minor,2023_06_08_11_33_40,station1,jun2023,Top,Top,Blue / White,data/second_hand_clothing/images/train-10206.webp
train-10207,10207,train,9204,Women,Ladies,Top,Missing,Black,,C-collar,,"88% polyester, 12% cont?, 50% cotton, 50% polyester",All,,Export,<50,3,5,,Minor,,2023_06_08_11_44_26,station1,jun2023,Top,Top,Black,data/second_hand_clothing/images/train-10207.webp
train-10208,10208,train,9205,Women,Ladies,Cardigan,Missing,Pink,,Regular,,100% acrylic,All,,Recycle,<50,3,3,,Minor,,2023_06_08_11_47_57,station1,jun2023,Cardigan,Cardigan,Pink,data/second_hand_clothing/images/train-10208.webp
train-10209,10209,train,9206,Men,Men,Trousers,Not in the list,White,XXL,Regular,,100% cotton,All,,Reuse,50-100,4,5,,,,2023_06_08_12_11_16,station1,jun2023,Trousers,Trousers,White,data/second_hand_clothing/images/train-10209.webp
train-1021,1021,train,940,Women,Ladies,Jacket,Amisu (New Yorker),Beige / Grey,40,V-collar,Other,74% polyester 26% nylon,All,,Export,<50,3,5,,Minor,,2024_04_25_08_45_24,station1,apr2024,Amisu (New Yorker) Jacket,Jacket,Beige / Grey,data/second_hand_clothing/images/train-1021.webp
train-10210,10210,train,9207,Women,Ladies,Skirt,Cross Sportwear,Green,S,Regular,,"86% polyester, 14% cont?",,Sports,Reuse,50-100,3,5,,,,2023_06_08_12_17_11,station1,jun2023,Cross Sportwear Skirt,Skirt,Green,data/second_hand_clothing/images/train-10210.webp
train-10212,10212,train,9208,Women,Ladies,Jacket,Missing,Beige,36,Regular,,"53% nylon, 47% viscose, 80% polyester, 20% cotton",,,Reuse,100-150,3,5,,Minor,,2023_06_08_12_27_05,station1,jun2023,Jacket,Jacket,Beige,data/second_hand_clothing/images/train-10212.webp
train-10213,10213,train,9209,Women,Ladies,Shorts,Not in the list,Beige,48,Regular,,"89% cotton, 11% cont?",Summer,,Reuse,100-150,4,5,,,,2023_06_08_12_29_59,station1,jun2023,Shorts,Shorts,Beige,data/second_hand_clothing/images/train-10213.webp
